id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,Teff,Tefff,Radius,Mass
118819,,,,NN 3728B,,,12.481145,-10.664674,12.0482,-279.62,14.65,0,11,10.595,g,,-11.746287,-1.487463,-2.229649,-0.00000221,0.00001618,0.00000084,3.267555995,-0.186133672,-1.36E-06,0.000000071,,,Vir,2,118819,NN 3728,0.005035006,,,,10125.23719,0,0,0.220510142
118193,,,,GJ 1053,,,3.177732,73.774349,12.0627,1818.65,-1050,0,14.64,14.233,sdM6,1.79,2.267085,2.494214,11.582227,-0.00003886,0.00011522,-0.00001714,0.831928399,1.287605295,8.82E-06,-5.09E-06,,,,1,118193,,0.000176523,,,,3403.739628,3403.739628,0.038273019,0.084655955
80442,80686,147584,6098,Gl 624,Zet TrA,,16.474422,-70.084401,12.1168,199.89,110.77,7.6,4.9,4.483,F9V,0.555,-1.604938,-3.802618,-11.392224,0.00000741,-0.00001264,-0.00000509,4.312993489,-1.223203548,9.69E-07,0.000000537,Zet,,TrA,1,80442,,1.402167834,,,,6149.519141,6149.519141,1.045014749,1.101394383
22709,22762,,,Gl 180,,,4.897213,-17.773419,12.1183,408.76,-644.35,-15,10.9,10.483,M3,1.547,3.285536,11.062177,-3.699113,-0.00003047,-0.00001824,-0.00003136,1.282087456,-0.310204675,1.98E-06,-3.12E-06,,,Eri,1,22709,,0.005582131,,10.97,10.83,3724.155822,3724.155822,0.179783181,0.227105984
77022,77257,141004,5868,Gl 598,27Lam Ser,,15.77406,7.353073,12.1242,-225.51,-68.52,-68.5,4.42,4.002,G0Vvar,0.604,-6.61701,-10.039373,1.551618,0.00002689,0.00006488,-0.00001296,4.129639126,0.128335336,-1.09E-06,-3.32E-07,Lam,27,Ser,1,77022,,2.183735328,,,,5951.925641,5951.925641,1.392161892,1.250012298
101855,102186,196877,,Gl 798,,,20.705209,-52.699263,12.1492,81.54,-1065.84,-42.9,8.83,8.407,K7V,1.324,4.788986,-5.591699,-9.663966,-0.00004613,0.00006124,-0.00000314,5.420610919,-0.919775645,3.95E-07,-5.17E-06,,,Ind,1,101855,,0.037774611,,,,4078.99041,4078.99041,0.389851641,0.392180246
118640,,,,Gl 359,,,9.683913,22.024983,12.1655,472.93,-474.59,0,14.23,13.804,M4,1.78,-9.267294,6.426743,4.562194,-0.00002452,-0.00001693,-0.00002595,2.535242532,0.384408474,2.29E-06,-2.30E-06,,,,1,118640,,0.00026206,,,,3415.797871,3415.797871,0.046304242,0.094773283
104095,104432,,,Gl 821,,,21.154837,-13.302505,12.1684,710.44,-1995.17,-61,10.87,10.444,M3,1.49,8.705568,-8.02691,-2.79973,-0.00003613,0.00009032,-0.00010019,5.538323374,-0.232172505,3.44E-06,-9.67E-06,,,Aqr,1,104095,,0.005786287,,10.934,10.804,3808.609875,3808.609875,0.175013577,0.229448755
171,171,224930,9088,Gl 914A,85    Peg,,0.036139,27.082256,12.1699,778.59,-918.72,-37.6,5.8,5.374,G3V,0.69,10.834733,0.102555,5.540428,-0.00000999,0.00004584,-0.00006577,0.009461082,0.472674536,3.77E-06,-4.45E-06,,85,Peg,1,171,Gl 914,0.617163169,,,,5636.113022,5636.113022,0.825363669,0.871192817
118575,,,,NN 3518,,,8.922323,-23.870256,12.1951,-588.26,45.26,0,14,13.569,m,,-7.723554,8.044465,-4.934953,0.00002433,0.00002487,0.00000245,2.335858686,-0.416614569,-0.000002852,2.19E-07,,,,1,118575,,0.000325387,,,,10125.23719,0,0,0.100819123
118597,,,,NN 3533,,,9.117508,-22.146672,12.1951,-299.05,-413.12,0,14.3,13.869,k-m,,-8.228877,7.73763,-4.597295,0.00001882,0.00000658,-0.00002262,2.386957939,-0.38653234,-1.45E-06,-2.00E-06,,,,1,118597,,0.000246831,,,,10125.23719,0,0,0.093165916
118733,,,,NN 3647,,,11.197753,33.536462,12.1951,-174.92,96.96,0,12.38,11.949,dM4,,-9.941643,2.119361,6.737397,0.00000525,0.00000945,0.00000478,2.931564937,0.585321685,-0.000000848,4.70E-07,,,,1,118733,,0.001446772,,,,10125.23719,0,0,0.154413669
118913,,,,NN 3800,,,13.702744,-16.006068,12.1951,-509.82,-13.35,0,13.5,13.069,m,,-10.576796,-5.054138,-3.362667,-0.0000128,0.00002729,-0.00000076,3.587369972,-0.27935859,-2.47E-06,-6.47E-08,,,,1,118913,,0.000515703,,,,10125.23719,0,0,0.114996763
7750,7765,10182,,,,,1.665572,15.259358,12.1981,125.98,-35.92,0,8.68,8.249,K0,,10.666898,4.970337,3.210403,-0.00000264,0.00000699,-0.00000205,0.436045685,0.266326037,6.11E-07,-1.74E-07,,,Psc,1,7750,,0.043691806,,8.998,8.238,10125.23719,0,0,0.408830093
41807,41926,72673,3384,Gl 309,,,8.547669,-31.500853,12.2085,-1113.64,761.73,15.7,6.38,5.947,K0V,0.78,-6.439391,8.178727,-6.379152,0.00002874,0.00007004,0.00003005,2.23777449,-0.549793598,-5.40E-06,0.000003693,,,Pyx,1,41807,,0.364082664,,,,5341.70865,5341.70865,0.705739364,0.74925314
119587,,,,GJ 1288,,,23.714489,30.821963,12.21,-336.05,-268.27,0,14.36,13.926,m,1.77,10.456214,-0.783167,6.256063,0.00000663,-0.00002044,-0.00001364,6.20843859,0.53794474,-1.63E-06,-1.30E-06,,,,1,119587,,0.000234207,,,,3427.944733,3427.944733,0.043464736,0.091778894
119438,,,,GJ 1263,,,21.777894,-0.176275,12.2249,752.64,-511.5,39,12.65,12.214,M3.5,1.61,10.215578,-6.718446,-0.037617,0.00005776,0.00001539,-0.00003043,5.701439389,-0.003076587,3.65E-06,-2.48E-06,,,,1,119438,,0.001133444,,,,3635.220427,3635.220427,0.08502434,0.144012444
9272,9291,,,Gl 82,,,1.989817,58.521133,12.2474,321.81,-195.33,-8.8,12.21,11.77,M4Ve,1.54,5.547005,3.182972,10.444918,-0.00000501,0.00001916,-0.00001373,0.520932996,1.021386451,1.56E-06,-0.000000947,,,Cas,1,9272,,0.001706082,V596,12.348,12.058,3734.317309,3734.317309,0.098851269,0.161861227
119030,,,,Gl 590,,,15.609725,-37.901036,12.2549,-329.07,-826.93,0,12.8,12.358,M4,1.6,-5.664121,-7.837528,-7.528178,0.00000182,0.0000359,-0.00003877,4.086616381,-0.661497871,-1.60E-06,-4.01E-06,,,,1,119030,,0.000992659,,,,3649.041928,3649.041928,0.07896726,0.138657345
26714,26779,37394,1925,Gl 211,,,5.688982,53.481058,12.2775,2.7,-523.61,1.8,6.21,5.764,K1V,0.84,0.594246,7.282002,9.866951,0.00000197,0.00002607,-0.00001707,1.489371958,0.933420544,1.31E-08,-2.54E-06,,,Aur,1,26714,,0.430923323,V538,6.236,6.196,5162.939003,5162.939003,0.821884418,0.786217773
92776,93069,175224,,Gl 737A,,,18.9585,-55.99189,12.285,1.09,-441.72,-13.5,8.86,8.413,M2V,1.433,1.706149,-6.655863,-10.183654,-0.00000727,0.00002862,-0.00000327,4.963323686,-0.977242828,5.28E-09,-2.14E-06,,,Tel,1,92776,Gl 737,0.037566437,,,,3897.146594,3897.146594,0.425903543,0.391561516
118078,,,,Gl 64,,,1.633079,-4.995205,12.285,574.3,-345.07,0,12.84,12.393,DA7,0.35,11.136753,5.074421,-1.069684,-0.0000158,0.00003038,-0.00002047,0.427539024,-0.087182779,2.78E-06,-0.000001673,,,,1,118078,,0.00096117,,,,7158.202448,7158.202448,0.020192816,0.137386138
22574,22627,,,Gl 179,,,4.868257,6.476539,12.288,146.09,-310.14,-7.8,11.94,11.493,M4,1.59,3.564852,11.677498,1.386033,-0.00001003,-0.00000305,-0.00001926,1.274506813,0.113036936,7.08E-07,-1.50E-06,,,Ori,1,22574,,0.002201912,,12.079,11.849,3662.97288,3662.97288,0.116717858,0.174100488
36236,36338,,,GJ 1097,,,7.479288,-3.298158,12.288,435.61,-794.36,0,11.47,11.023,,1.486,-4.6331,11.359117,-0.706952,-0.000023,-0.00001232,-0.00004724,1.958072994,-0.057563709,2.11E-06,-3.85E-06,,,Mon,1,36236,,0.003394689,,11.532,11.392,3814.686301,3814.686301,0.133624801,0.197021801
47485,47620,,,Gl 360,,,9.709888,70.033886,12.2895,-670.68,-268.66,6.9,10.56,10.112,M3,1.463,-3.464414,2.368123,11.550894,0.00000814,0.00004284,0.00000117,2.542042771,1.222321897,-3.25E-06,-1.30E-06,,,UMa,1,47485,,0.007855973,,10.647,10.497,3850.020915,3850.020915,0.199562322,0.25039668
24227,24284,,,Gl 192,,,5.211726,19.66565,12.2926,275.09,238.42,-28.6,10.82,10.372,M5,1.55,2.371876,11.329749,4.136752,-0.00002267,-0.00002828,0.00000354,1.364426663,0.343230336,1.33E-06,1.16E-06,,,Tau,1,24227,,0.006183011,,10.885,10.765,3719.818456,3719.818456,0.189653672,0.233837571
102070,102401,,,Gl 806,,,20.75111,44.499073,12.3198,433.52,272.98,-24.4,10.79,10.337,M3,1.491,5.795698,-6.604754,8.634767,0.00000019,0.00003904,-0.00000586,5.432627975,0.776655342,2.10E-06,1.32E-06,,,Cyg,1,102070,,0.006385575,,10.841,10.721,3807.093912,3807.093912,0.183999889,0.236001242
49828,49969,,,Gl 381,,,10.201303,-2.684732,12.3335,521.57,-601.35,40,10.64,10.185,M0,1.566,-10.979393,5.589562,-0.577721,-0.00004906,-0.00001001,-0.00003783,2.67069498,-0.046857416,2.53E-06,-2.92E-06,,,Sex,1,49828,,0.007345139,,10.702,10.522,3696.861826,3696.861826,0.209285099,0.245632438
43464,43587,75732,3522,Gl 324A,55Rho1Cnc,,8.876625,28.330819,12.3411,-485.48,-234.4,27.2,5.96,5.503,G8V,0.869,-7.429298,7.925466,5.85673,-0.00000011,0.00004258,0.00000086,2.323894965,0.494466066,-2.35E-06,-1.14E-06,Rho-1,55,Cnc,1,43464,Gl 324,0.548024532,,,,5081.006126,5081.006126,0.956985369,0.842115049
50862,51007,,,Gl 390,,,10.419679,-10.228694,12.3457,-689.12,120.68,7,10.15,9.692,M0,1.459,-11.124476,4.884423,-2.192331,0.00000895,0.00004111,0.00000584,2.727865702,-0.178524387,-3.34E-06,5.85E-07,,,Sex,1,50862,,0.011566448,,,,3856.235712,3856.235712,0.241366835,0.279658854
118014,,,,NN 3052,,,0.738944,9.126822,12.3457,799.73,-20.94,0,13.8,13.342,m,,11.962011,2.34345,1.958278,-0.000009,0.00004701,-0.00000124,0.193455115,0.159293098,3.88E-06,-1.02E-07,,,,1,118014,,0.000401051,,,,10125.23719,0,0,0.10702509
118273,,,,NN 3263,,,4.122346,-24.48496,12.3457,192.21,-620.93,0,12.4,11.942,M3.5,,5.303193,9.905127,-5.116729,-0.00001741,-0.00000814,-0.00003382,1.079227766,-0.427343161,9.32E-07,-3.01E-06,,,,1,118273,,0.00145613,,,,10125.23719,0,0,0.154698377
118301,,,,NN 3285,,,4.431462,12.197744,12.3457,-130,-225.17,0,15.5,15.042,DC8,,4.817127,11.06379,2.608477,0.00000827,-0.00000049,-0.00001317,1.160154081,0.212890793,-6.30E-07,-1.09E-06,,,,1,118301,,8.38E-05,,,,10125.23719,0,0,0.068424649
118354,,,,NN 3333,,,5.130265,17.984296,12.3457,95.77,-263.11,0,11.78,11.322,k,1.66,2.650664,11.439422,3.811813,-0.00000449,0.00000603,-0.00001498,1.343100285,0.31388518,4.64E-07,-1.28E-06,,,Tau,1,118354,,0.002577508,,,,3567.709122,3567.709122,0.133114654,0.182113803
118648,,,,NN 3567,,,9.801829,60.257857,12.3457,-858.47,-193.46,0,12.73,12.272,M2,1.64,-5.137473,3.33436,10.719362,0.00001952,0.00004858,-0.00000574,2.566112897,1.051698008,-0.000004162,-9.38E-07,,,,1,118648,,0.001074484,,,,3594.399505,3594.399505,0.084674379,0.141831082
119150,,,,NN 4004,,,17.491829,-80.175898,12.3457,-483.34,478.31,0,12.1,11.642,m,,-0.280605,-2.087699,-12.164665,-0.00003241,-0.00002412,0.00000488,4.5793501,-1.399333407,-2.34E-06,2.32E-06,,,,1,119150,,0.001919553,,,,10125.23719,0,0,0.16740617
119264,,,,NN 4098,,,19.141558,32.278403,12.3457,-219.2,-219.2,0,11.8,11.342,m,,3.073117,-9.975187,6.59302,-0.00001047,-0.00001056,-0.00001109,5.011248178,0.563364406,-1.06E-06,-1.06E-06,,,Lyr,1,119264,,0.002530463,,,,10125.23719,0,0,0.181157843
119419,,,,NN 4201,,,21.539452,24.560645,12.3457,229.12,-20.05,0,12.66,12.202,m,,8.978476,-6.743168,5.131566,0.00000863,0.00001066,-0.00000109,5.639015264,0.428664125,1.11E-06,-9.72E-08,,,,1,119419,,0.001146041,,,,10125.23719,0,0,0.144467938
119576,,,,NN 4350,,,23.614195,-36.481144,12.3457,1149.23,42.14,0,13.72,13.262,M4,1.62,9.87607,-1.000247,-7.340237,0.00000845,0.00006828,0.00000203,6.182181731,-0.63671608,5.57E-06,2.04E-07,,,,1,119576,,0.000431718,,,,3621.507053,3621.507053,0.052872049,0.109302128
4559,4569,,,Gl 46,,,0.974398,-27.857032,12.3533,1293.37,-298.93,43,11.77,11.311,,1.558,10.568623,2.756147,-5.772468,0.00000999,0.00008265,-0.00003638,0.255096808,-0.486196922,6.27E-06,-1.45E-06,,,Scl,1,4559,,0.002603754,,11.864,11.694,3708.303259,3708.303259,0.123838084,0.182641719
77716,77952,141891,5897,Gl 601A,Bet TrA,,15.919083,-63.430727,12.3778,-188.45,-401.92,0.4,2.83,2.367,F2III,0.315,-2.869157,-4.734869,-11.070637,0.00000141,0.00002415,-0.00001115,4.167606127,-1.107075025,-9.14E-07,-1.95E-06,Bet,,TrA,1,77716,Gl 601,9.84464364,,,,7367.846406,7367.846406,1.928961713,1.922079862
84532,84790,,,Gl 671,,,17.331294,41.713822,12.3808,285.5,-822.44,-18.9,11.37,10.906,M4,1.56,-1.609655,-9.100608,8.238201,0.00001367,-0.00002112,-0.00004971,4.537322064,0.728043543,1.38E-06,-3.99E-06,,,Her,1,84532,,0.003780942,,11.447,11.287,3705.436013,3705.436013,0.149460388,0.203182228
118383,,,,NN 3356,,,5.581001,13.880106,12.3916,-119.87,-392.08,0,11.81,11.344,M3.5,1.59,1.316956,11.957459,2.972633,0.00000778,0.00000483,-0.00002286,1.46110252,0.242253554,-5.81E-07,-1.90E-06,,,Ori,1,118383,,0.002525806,,,,3662.97288,3662.97288,0.125007861,0.181062523
56827,56998,101581,,Gl 435,,,11.684062,-44.405189,12.4008,-658,242.8,13.3,7.77,7.303,K5V,1.064,-8.829036,0.732039,-8.677271,-0.0000166,0.00004107,0.00000091,3.058880337,-0.775016754,-3.19E-06,1.18E-06,,,Cen,1,56827,,0.104423922,,,,4594.149429,4594.149429,0.51096894,0.524393311
26736,26801,233153,,Gl 212,,,5.691869,53.489801,12.4378,3.16,-517.26,2,9.78,9.306,M1,1.473,0.596305,7.376012,9.996908,0.00000193,0.00002621,-0.00001691,1.490127831,0.933573138,1.53E-08,-2.51E-06,,,Aur,1,26736,,0.01650441,,,,3834.57471,3834.57471,0.291588458,0.309558589
83793,84051,,,,,,17.183124,-52.515508,12.4735,-250.95,158.12,0,10.05,9.57,,1.457,-1.611037,-7.417776,-9.897948,-0.00001644,-0.00000419,0.00000582,4.49853124,-0.916568515,-1.22E-06,7.67E-07,,,Ara,1,83793,,0.012941958,,10.1,9.99,3859.350947,3859.350947,0.254903726,0.288782868
118499,,,,GJ 1101,,,7.937918,83.390574,12.4844,-272.5,-579.09,0,13.09,12.608,m,1.68,-0.697523,1.256312,12.401426,-0.0000025,0.00003844,-0.00000403,2.078141942,1.455440084,-1.32E-06,-2.81E-06,,,,1,118499,,0.000788497,,,,3541.426071,3541.426071,0.074721984,0.129828919
119463,,,,Gl 843,,,22.033543,-19.483316,12.4844,916.64,78.58,0,12.03,11.548,M3,1.59,10.244071,-5.794892,-4.163952,0.00002871,0.0000475,0.00000448,5.768368073,-0.340048014,0.000004444,0.000000381,,,,1,119463,,0.002093148,,,,3662.97288,3662.97288,0.113798699,0.171598808
16095,16134,21531,,Gl 142,,,3.464552,-19.804482,12.4938,537.17,303.87,37.9,8.39,7.907,K5V,1.337,7.242316,9.259198,-4.233158,0.00000068,0.00005368,0.00000418,0.907017536,-0.345653426,2.60E-06,1.47E-06,,,Eri,1,16095,,0.059868724,,,,4056.377163,4056.377163,0.496281491,0.447330563
40578,40693,69830,3259,Gl 302,,,8.306651,-12.632173,12.4938,279.3,-989.03,30.5,5.95,5.467,K0V,0.754,-6.92291,10.035411,-2.732344,-0.00002377,0.00000467,-0.00006527,2.174676114,-0.220473018,1.35E-06,-0.000004795,,,Pup,1,40578,,0.566500112,,,,5423.341002,5423.341002,0.854025642,0.850130728
118278,,,,GJ 1068,,,4.174305,-53.603957,12.5,-782.9,-2395.3,27,13.58,13.095,pec,1.93,3.412879,6.586117,-10.062796,-0.00000403,-0.00011096,-0.00010841,1.092830471,-0.935565545,-3.80E-06,-1.16E-05,,,,1,118278,,0.000503501,,,,3243.699497,3243.699497,0.071174377,0.114212696
118509,,,,NN 3466A,,,7.914911,-29.347999,12.5,283.75,-459.44,0,13.38,12.895,M4,,-5.236433,9.554939,-6.126411,-0.00000852,-0.00002023,-0.00002427,2.072118926,-0.512219206,1.38E-06,-2.23E-06,,,,1,118509,NN 3466,0.000605341,,,,10125.23719,0,0,0.120384744
118610,,,,NN 3543,,,9.273038,-18.623143,12.5,-294.03,149.82,0,10.75,10.265,M2,1.55,-8.952827,7.756458,-3.991777,0.00000947,0.00001537,0.0000086,2.427675544,-0.32503517,-1.43E-06,7.26E-07,,,Hya,1,118610,,0.006823387,,,,3719.818456,3719.818456,0.199232987,0.240515383
73467,73695,133640,5618,Gl 575A,44    Boo,,15.063174,47.65406,12.5078,-436.24,18.94,-29.7,4.83,4.344,G2V + G2V,0.647,-5.858189,-6.055134,9.244209,-0.00000419,0.00003371,-0.00002168,3.943529793,0.83172025,-0.000002115,9.18E-08,,44,Boo,1,73467,Gl 575,1.593675881,I,4.943,4.793,5789.408239,5789.408239,1.257003206,1.142427297
117981,,,,NN 3028,,,0.341252,33.087264,12.5156,1053.92,-859.56,-30,16.05,15.563,M6,1.98,10.442926,0.935977,6.831626,-0.00000292,0.00006394,-0.00006044,0.089339513,0.577481699,5.11E-06,-4.17E-06,,,,1,117981,,5.19E-05,,,,3190.234928,3190.234928,0.023623437,0.059670833
118537,,,,NN 3497,,,8.432069,69.038815,12.5156,-587.64,-1237.57,0,15.67,15.183,dM5.2,2.09,-2.661072,3.600649,11.687356,-0.00001304,0.00007758,-0.00002684,2.20751039,1.204954639,-0.000002849,-6.00E-06,,,,1,118537,,7.36E-05,,,,3078.765532,3078.765532,0.030205805,0.065933776
118569,,,,Gl 324B,,,8.878014,28.317273,12.5313,-475.14,-234.83,25.2,13.14,12.65,M3.5,1.64,-7.548212,8.046658,5.94488,0.00000089,0.00004123,-0.00000033,2.324258756,0.494229652,-2.30E-06,-1.14E-06,,,,2,43464,Gl 324,0.000758578,,,,3594.399505,3594.399505,0.071146275,0.128401914
111969,112325,215415,,,,,22.751233,-2.656643,12.5345,9.14,-82.81,0,9.44,8.949,F8,0.66,11.857838,-4.020926,-0.580981,-0.00000004,0.0000006,-0.00000503,5.956258825,-0.046367164,4.43E-08,-4.01E-07,,,Aqr,1,111969,,0.022929786,,9.598,9.138,5742.128942,5742.128942,0.153270599,0.340050061
118261,,,,NN 3250,,,3.789034,8.697946,12.5471,458.47,-631.03,0,14.51,14.017,k-m,1.87,6.784871,10.382436,1.89744,-0.00002016,0.00002012,-0.00003794,0.991966763,0.151807797,2.22E-06,-3.06E-06,,,,1,118261,,0.000215377,,,,3310.347932,3310.347932,0.044694812,0.08960715
10371,10395,,,Gl 91,,,2.231541,-32.041249,12.5502,759.13,-534.67,45.5,10.31,9.817,,1.479,8.874205,5.867794,-6.658469,-0.00000696,0.00005076,-0.00005226,0.584216005,-0.559225283,3.68E-06,-2.59E-06,,,For,1,10371,,0.010308607,,,,3825.368708,3825.368708,0.231557112,0.270609384
118042,,,,GJ 1029,,,1.093517,28.492361,12.5628,1892.77,-165.59,0,14.8,14.305,m,1.89,10.591635,3.118568,5.992978,-0.00002788,0.00011195,-0.00000886,0.286282087,0.49728552,9.18E-06,-8.03E-07,,,,1,118042,,0.000165196,,,,3287.820075,3287.820075,0.03968153,0.083066983
119430,,,,Gl 836.5,,,21.711216,20.997876,12.5628,-229.15,-629.59,0,13.24,12.745,DQ6,0.17,9.685246,-6.614751,4.501671,0.00000348,-0.00001928,-0.00003579,5.683983175,0.366482064,-0.000001111,-3.05E-06,,,,1,119430,,0.000695024,,,,8402.695283,8402.695283,0.012461416,0.125231686
118004,,,,Gl 26,,,0.649445,30.617216,12.5786,1559.31,46.28,-0.2,11.06,10.562,dM4,1.53,10.668796,1.83231,6.406276,-0.00001764,0.00009345,0.00000232,0.170024281,0.534371223,7.56E-06,2.24E-07,,,And,1,118004,,0.00519039,,,,3748.934037,3748.934037,0.171076018,0.222433399
59224,59406,,,NN 3708A,,,12.186602,-19.960573,12.5897,-214.86,-183.44,0,11.67,11.17,,1.558,-11.819291,-0.577852,-4.297789,0.00000318,0.00001328,-0.00001052,3.190444869,-0.348377723,-1.04E-06,-8.89E-07,,,Crv,1,59224,NN 3708,0.002964831,,11.755,11.595,3708.303259,3708.303259,0.132146061,0.189545845
24753,24813,34411,1729,Gl 197,15Lam Aur,,5.318995,40.099051,12.631,519.39,-664.79,66.5,4.69,4.183,G0V,0.63,1.713487,9.509166,8.136149,-0.00001742,0.00008264,0.00001267,1.392509585,0.699860475,2.52E-06,-0.000003223,Lam,15,Aur,1,24753,,1.848417195,,,,5852.509414,5852.509414,1.324709019,1.19186913
119250,,,,Gl 737B,,,18.95863,-55.99311,12.6358,-44.28,-407.6,-15.8,10,9.492,K5 V,,1.754893,-6.84529,-10.474033,-0.00001001,0.00002813,-0.00000057,4.963357752,-0.977264133,-2.15E-07,-1.98E-06,,,Tel,2,92776,Gl 737,0.013905929,,,,10125.23719,0,0,0.294771653
118086,,,,NN 3112,,,1.716467,-67.298954,12.6582,-317.92,-990.21,51,13.88,13.368,DA7,0.44,4.401269,2.121971,-11.679988,-0.00002387,-0.00003317,-0.00007158,0.449369946,-1.174588323,-1.54E-06,-4.80E-06,,,,1,118086,,0.000391562,,,,6674.161524,6674.161524,0.014825576,0.106295392
118309,,,,NN 3292,,,4.488294,14.232849,12.6582,234.61,170.46,0,13.5,12.988,m,,4.73009,11.321245,3.112185,-0.00001427,0.00000318,0.00001014,1.175032593,0.248410079,1.14E-06,8.26E-07,,,,1,118309,,0.000555648,,,,10125.23719,0,0,0.117474279
118385,,,,NN 3357,,,5.598663,-7.64487,12.6582,146.73,457.02,0,12.8,12.288,M4,1.63,1.315746,12.476504,-1.683954,-0.00000856,0.00000466,0.00002779,1.465726485,-0.133428144,7.11E-07,2.22E-06,,,,1,118385,,0.001058766,,,,3607.900506,3607.900506,0.083424886,0.141235169
118458,,,,Gl 261,,,7.03144,-6.452051,12.6582,-77.57,-886.61,0,15.27,14.758,DA,0.88,-3.355322,12.122235,-1.422423,0.00000622,-0.00000461,-0.00005406,1.840826709,-0.112609527,-3.76E-07,-4.30E-06,,,,1,118458,,0.000108843,,,,5050.644696,5050.644696,0.013649331,0.073732216
118885,,,,NN 3780,,,13.393797,-25.912612,12.6582,-621.76,-221.4,0,12.9,12.388,m,,-10.636021,-4.062776,-5.531631,-0.00000808,0.00003776,-0.00001222,3.506487888,-0.452260402,-3.01E-06,-1.07E-06,,,,1,118885,,0.000965606,,,,10125.23719,0,0,0.137567002
119223,,,,NN 4062,,,18.532923,40.684013,12.6582,-85.24,401.04,0,11.99,11.478,m,,1.334826,-9.505655,8.251714,-0.00000741,0.00001516,0.00001866,4.851907766,0.710069986,-4.13E-07,1.94E-06,,,Lyr,1,119223,,0.002232544,,,,10125.23719,0,0,0.174789079
119359,,,,NN 4154,,,20.778963,-81.726957,12.6582,508.44,-537.66,0,11.5,10.988,m,,1.212276,-1.359366,-12.526474,0.00000159,0.00004513,-0.00000475,5.439919777,-1.426404479,0.000002465,-2.61E-06,,,Oct,1,119359,,0.003505904,,,,10125.23719,0,0,0.198844824
10772,10798,14412,683,Gl 95,,,2.316255,-25.945687,12.6695,-218.07,444.51,7,6.33,5.816,G8V,0.724,9.361391,6.492719,-5.543174,0.00002274,-0.00000053,0.00002142,0.606394196,-0.452837669,-1.06E-06,0.000002155,,,For,1,10772,,0.410771213,,,,5520.904289,5520.904289,0.701753034,0.775532496
54878,55042,304043,,,,,11.267069,-57.547669,12.6727,-2465.03,1179.06,0,11.66,11.146,M,1.49,-6.675224,1.297428,-10.693708,-0.00003114,0.00016031,0.00003886,2.949711851,-1.004396297,-1.20E-05,5.72E-06,,,Car,1,54878,,0.003031098,,11.783,11.573,3808.609875,3808.609875,0.126669409,0.190746745
119324,,,,GJ 1248,,,20.063917,5.994821,12.6743,-487.52,-780.2,0,12.09,11.575,k-m,1.6,6.484264,-10.809259,1.323686,-0.0000231,-0.00001971,-0.00004767,5.252721279,0.104629371,-2.36E-06,-3.78E-06,,,,1,119324,,0.002041738,,,,3649.041928,3649.041928,0.113252301,0.170383908
119378,,,,Gl 810A,,,20.927416,-14.03562,12.6743,1411.5,-445.04,0,12.45,11.935,M3.5 J,1.59,8.527838,-8.858071,-3.073835,0.0000579,0.0000649,-0.00002653,5.478784624,-0.244967787,6.84E-06,-2.16E-06,,,,1,119378,Gl 810,0.001465548,,,,3662.97288,3662.97288,0.095222012,0.154983594
119379,,,,Gl 810B,,,20.927146,-14.065635,12.6743,1411.5,-445.04,0,14.55,14.035,,1.72,8.526094,-8.857511,-3.080276,0.0000579,0.00006491,-0.00002652,5.478713936,-0.245491644,6.84E-06,-2.16E-06,,,,2,119378,Gl 810,0.000211836,,,,3490.044185,3490.044185,0.039878863,0.089183733
119142,,,,GJ 1215,,,17.295538,11.668777,12.6904,-331.38,-413.63,0,15.1,14.583,m,1.88,-2.27914,-12.217362,2.56668,-0.00002098,-0.00000132,-0.00002492,4.527961258,0.203658572,-1.61E-06,-2.01E-06,,,,1,119142,,0.000127879,,,,3299.044335,3299.044335,0.034675924,0.077207044
110964,111313,,,Gl 863,,,22.550617,9.377975,12.7097,537.93,140.05,-6.5,10.36,9.839,M0V:,1.501,11.647816,-4.644822,2.070994,0.00000488,0.00003374,0.00000743,5.903737756,0.163676538,0.000002608,0.000000679,,,Peg,1,110964,,0.010101829,,,,3792.003001,3792.003001,0.23327457,0.269047261
103578,103910,,,Wo 9716,,,21.053922,-56.963432,12.721,-357.97,353.22,0,12.88,12.357,M4,1.653,4.972575,-4.834249,-10.664304,-0.00000229,-0.00002856,0.00001187,5.511903927,-0.994199438,-1.74E-06,1.71E-06,,,,1,103578,,0.000993574,,13.098,12.558,3577.003926,3577.003926,0.08221783,0.13869385
7903,7918,10307,483,Gl 67,,,1.696383,42.613369,12.7389,791.35,-180.16,3.1,4.96,4.434,G2V,0.618,8.465575,4.02816,8.624862,-0.00001209,0.00004837,-0.00000604,0.444111922,0.743743593,3.84E-06,-8.73E-07,,,And,1,7903,,1.466898282,,,,5897.947545,5897.947545,1.161991426,1.115688244
119003,,,,Gl 575B,,,15.063245,47.653692,12.7567,-389.14,25.85,3.4,5.96,5.431,dG2,,-5.975127,-6.175778,9.428438,-0.0000181,0.0000159,0.00000365,3.943548203,0.831713828,-1.89E-06,1.25E-07,,,Boo,2,73467,Gl 575,0.58559856,,,,10125.23719,0,0,0.858222705
